Filtered,reviewContent
0,I stumbled into Bosco's for a quick late-night dinner and a beer. The beer wasn't bad. I tried an IPA which had a good fresh flavor without blowing the doors off with the hops. The food honestly was pretty weak. I had a salad and the cedar plank salmon. The lettuce or the weeds in this case tasted like it wasn't washed. The salad consisted of a non-iceberg non-romaine leaf lettuce. Maybe it was spinach? Whatever it was it wasn't very good. The toppings on the salad included a pile of julienned carrots. That was it. My salmon was the best thing that I ate however the portion was small. The salmon had a good fresh (although I'm sure it was frozen) flavor and a sweet asian style sauce with made it tasty. The sides were pretty much a waste of space. Asparagus drenched in butter that I ne
0,This is our favorite weekend lunch buffet and we drive up at least once per month. It is way better than the downtown location (which is closer to our home). The food downtown is completely BLAND! This buffet isn't overly spicy but just enough to be flavorful. The buffet food is Punjab style. On the cold bar are 3 desserts (Gulab Jamun balls Kheer rice pudding and mango fruit cocktail pudding stuff usually) 4-6 chutneys/pickles/sauces and salad/lettuce items. There is sometimes variation like a carrot dessert or a different chutney. The hot bar tends to vary week to week...there is generally always 4+ veggie dishes 2+ chicken dishes some Biryani and lamb or goat. Â  This past weekend I really enjoyed the Vegi Krahi (thinner yellow sauce) and they had my favorite Saag Paneer up the
0,I came in here because I live across the street. After a night of not being able to swallow I needed medical help. First of all everyone was friendly. But there was just something that didn't feel right about this place. Maybe I'm naive about medical clinics but it seemed pretty half assed. I come in with a cold/strep throat and my lungs were not even checked out. Even though I explained I felt congested in them. The doctor spent maybe 2 minutes with me and then has a nursing assistant give me a shot. That's no big deal you may say. But when the frickin' receptionist has to come in and show her how to give the shot that's when we have problems. I'll admit it I've never had good luck with people giving me shots and I'm a baby when I see needles. But nothing puts the fear in you quite l
1,kind of took forever but the pizza was okay. Not my favorite but the waitress was nice and we were seated right away.
0,Not sure where to start on this one folks. Sambuca...the name itself oozes cool just like the liquor it's named for. Â This Sambuca however um...uh...uh... Dark cool colors and cool light fixtures and a super industrial feel set the tone upon one's arrival. Â The place hums and buzzes with life and energy. Â The thing is there's music. Â LOUD music. Â If you don't come expecting it it's a bit of a shock. But that's NBDeal I'm adaptable. Â So there's music...it's loud...so what? Â You may just have a less than conversational dinner which is sometimes okay too. Â Again adaptable. Wine list. Â Here's where I go sour. Â 15 dollars for a glass of Rodney Strong? Â Oh man oh man ohhh no you didn't. Â I hate hate HATE overpriced wine lists *especially* when they're less than stellar (& that's me be
1,I'm not a fried chicken eater. But I stopped here for lunch and I ordered the Deep fried breaded Chicken Chunks and oh my they were delicious. I also had a small cole slaw that was perfect..
0,Would have been 4 stars but the parking at this location is tiny. Three stalls and one handicapped one. This is a pull out along Sorrento Valley Blvd. where you can park and eat lunch or take a short hike up the hill and get a great view of the Los Penasquitos Valley below. No official access to the Los Penasquitos Preserve from this location but plenty of well-worn ruts down into the valley. Try something different for lunch if you work nearby and get out of the office for that hour.
0,Loooove it. SoKo jjimjilbang at its best. If any Busan people are reading this think: the facilities of Spa Land in Haeundae crammed into a smaller building that's open 24/7! Would recommend this to anyone looking to relax!
1,This place gets 1 star because their lovely hostess working on 5/8/10 at 11:15 AM tried to seat me in the worst dark corner table she could find. Â Please note that there were many other tables available. I don't accept rudeness to female travelers merci mille fois!
1,Easy company to buy or sell your coins to. Â Kenny is one of the nicest people i've had the chance to work with and he always makes sure your transaction goes through without a hitch. Â I just sold 10 of our pieces for a nice 70% profit since we'd had them since 2004. Â My husband appreciates all the updates we get too! Â Bravo.
0,Two-story target in Nicollet mall. 'nuff said! It's very well-organized here. The flow of the store makes sense. Staff are friendly and the store itself is very clean. Â  I'm going to stay in downtown MSP everytime so I can be close to this Target :)
0,Day drinkers let us unite at Panini's! I'm totally kidding... I mean I only day-drink on the weekends. I swear. But when I do Panini's is one place I love to park my tushy and sip some cold brews. Like few other places on W 6th this spot is a wonderful daytime get-away from the scenesters. No pompous menu here folks just hearty pieces of hot New York style pizza and huge signature sandwiches loaded with fries. Don't come here for fancy cocktails or they'll probably laugh at you. Scoot up to the bar and grab a cold beer or a mixed drink. Be happy. This is also a pretty chill place to watch college football on Saturday afternoons... or just the Buckeyes. Seriously have a few drinks eat a huge Panini's sandwich watch the game and live the good life. P.S. It's the perfect solution to 
0,A little pricey yes though it seems like the beer prices are comparable to the rest of the city (4.50-4.75 for most beers including Becks). That being said the service is really good even during something as wacky as a trivia night and the fries are incredibly cool. Â they're like potato disks fried up as fries (oh wait that's exactly what they are). Â But they're good something that can be hard to find fry-wise in a city of McDonalds-like fry waste. Â On top of that the small bacon-bleu burgers are really good as well. Overall a decent place to food and a brew after a long day and do something like trivia.
0,Okay wtf why didn't I know Lollicup was here? I thought I would never again find a coconut milk tea like the first bubble tea I ever had at a street fair in NYC...but I am 99% certain it has just been found. Except for exploding it all over the place. I felt like a total idiot but the guy made me a new one even though it wasn't that much that spilled out. It was just as good and the boba were absolutely perfect. My jaw can be a complete pain in the ass sometimes so if I can have bubble tea without popping my jaw out of place I am more than happy. I just had the lemon black tea making that two days in a row with bubble tea and my jaw doesn't hurt. PERFECT. I have a feeling my little card will be full before it's September. I'm not a fan of frozen bubble tea but I am pretty tempted by
1,I was glad to see that they had sorted the teething problems on my recent visit. The monorail had just opened on my last visit to Vegas and one of the wheels on one of the trains had fallen off within few days! I had chosen to base myself at the cheaper Stratosphere because the monorail was available to whisk me to more glamorous locations on the Strip! With the brutal Vegas traffic I don't really trust travelling up and the Strip in cars/buses as I've almost been late for various shows/appointments before due to the traffic. The monorail was running well and efficiently on my recent visit - 6 minutes between trains. The trains were nicely air conditioned though not the stations. The stations were clean and felt safe but could be quite deserted at night times. There were enough ticket mac
0,This is in the old Homemakers store next to the Expo. I'm not sure what to call it. Ultra modern Lots of color which I like. But way to much acrylic formica and the furniture really doesn't seem to be that well made. They price reflects the style not the quality.
0,The wife and I were looking for a restaurant to spend our 10-year wedding anniversary at. Â I know my wife likes to eat a nice restaurants so I decided to pick one that servers the best steak in Cleveland. Â We made our reservations and off we went. Upon arrival we were quickly seated in the darkly lit Red The Steakhouse. Â It was a little hard to find though. Â It's in a business district and apparently is the other half of Moxie The Restaurant. Â If you're driving here look for a Moxie sign not a Red sign. Â The door is hidden good luck finding it. Â I found it right away but it doesn't look like an entrance. We started off with tap water and a bottle of Cabernet. Â Then we ordered appetizers - onion soup for the wife and the House Red salad for me. Â My wife said the onion soup was 'over 
0,I just gobbled down a cheddar roast beef and fries in less than 5 minutes. Do I really need to say anything else? I was NEVER a huge roast beef fan until my boyfriend persuaded me to try Lion's Choice. After I finished making fun of the name (because REALLY...what kind of name is Lion's Choice?) I tried a bite of his roast beef. And I've been a fan ever since. WOWEE. Their fries are absolutely delish as well. I'm too nervous to try anything else on the menu (pulled pork from a drive-thru fast food place? No thanks.) so I'm sticking to what I know...for now. I hiiiiighly recommend!
0,Mediocre lasagna and ok service. Â Just because you are in Vegas doesn't mean that you are catering to the McDonalds crowd. Â The lasagna sauce was sweet and even a ton of salt couldn't kill that sweetness. Â When I cut into my small piece of lasagna it was dry inside very dry. Â While I give them kudos because it was obviously made in-house I expected to have my socks knocked off for a $20 piece of pasta. Â Our group were barely able to squeeze into the small space they allocated for us and that set us up for a hot loud time. It wasn't a memorable time or food I won't be back.
0,It's hard for me to rate Kitaro because I feel like if it was closer to the city I might feel a little a little less enthusiastic it being around tons of phenomenal restaurants and all... but I'm so glad O'Fallon has a place like this among all of the chains and so-so dinner spots. The building itself is really pretty and has lights that change color and look amazing at night and the interior is large and looks like a typical Asian joint. One thing I have to comment on it the cocktails of course... so good! I love when I can ignore the drink list and ask for a peach martini and it's set in front of me without a problem. The service has always been pretty good in my experience both at the bar and in the dining area. Kitaro is loaded with appetizers ranging from crab & artichoke dip to c
0,Grilled Veggie Sandwich. Wild Mushroom Linguinie. Â Tuna Tartine. All Yummy. Much better additions to what is actually an addition to Turtle Bread. I have yet to eat here for dinner but am anxiously awaiting my next evening dining experience as my in-laws have highly recommended it. The menu changes regularly and they always focus on integrating fresh and local ingredients which is almost becoming standard practice around town. Because this is located in stroller land it's a super kid-friendly allowing all of us parents with little ones in tow an opportunity to eat healthy delicious food without the fear of dirty looks (and yes i used to be one of those people and let me tell ya karma is a bitch so for all of you out there who may procreate one day you may find yourself in the sam
0,I've had two positive experiences with this Dairy Queen one quite recent so I guess that should warrant a FTR. Â :) Â  Â  Being right next door to Discount Tire if you are having your car worked on and have a minor hunger of any type this is the natural choice cause you can walk about 30 paces and there you are. Â  I'm a fan of Dairy Queen tacos as while they are a total abomination of the word taco in relation to what the Mexican original is they do call them Texas Tacos which is about as Tex Mex as you can get. Â  A crunchy yellow corn shell (never seen in Mexico) meat seasoned with a little garlic (which is not an ingredient in any Mexican food) and American previously frozen shredded orange cheese from a giant wholesale bag. Â  Now that is an American taco my friend. Â  No pretense. Â An
0,We stopped in here on the way to our hunting cabin. Â We did not have food but it looked like standard bar fair. Â The bartender was not very friendly and immediately asked for our ID's. Â I prefer to be welcomed to a place and maybe at least ask how we are doing?! Â They don't have tap beer and they also do not have Sandcreek which is brewed right down the road in Black River Falls. Â They did have a bucket of 6 shorties for $6 so that was interesting. Â For what is around here this place seemed alright. Â If we go back to hunt in that area again I can see spening a bit more time there. Â It would also be interesting to see this place when it was not in the middle of hunting season.
0,I usually come here during the week and after 6pm. There are always people running in and out but I can always find a place to sit. Service is good and the baristas are quick and efficient. This location is pretty small.
0,I think I've figured out why everyone in town is so upset with this company and our newly installed parking meters... they're really good at their job and we're not used to stuff like that. Trash pick-up is done by about a dozen or so people and they only work once a week. No one can seem to figure out anyone's water bill and even begging won't get them to dispatch someone to your property. Are you trying to tell me that not only do I have to pay to park on a city street but if I don't someone is going to write me a ticket?! YEAH RIGHT! This is Atlanta. We don't pay to park on the street. I once left my car parked in front of a meter on 11th St. and forgot about it for almost 3 days. I remembered where I left it when I woke up for work on Monday and it was still there. No tickets. No boot
0,This store is lovely. Â But fuck it's expensive. Â I've been wanting to get personal stationery but I can't see spending a minimum of $300 for 100 cards/envelopes (the small ones) - I only want to show off a little you know give that impression that I'm on it. Â Organized. Â Writing thank you notes is just part of my daily routine. Â But no for that price I'd hesitate to thank anyone in writing. Â I'd save the really good paper for those thank-you emergencies - not healthy. I would recommed the store for stampers and scrapbookers. Â I'd even recommend it for people who want high-quality and creative business cards and stationery and can afford to shell out serious green for that sort of trifle. Â It's a wonderful alternative to Hallmark for basic cards and very pretty. Â I'm just not girly eno
0,This body shop did a fantastic job with my 09 Challenger after it had been maliciously vandalized. Â I took it to this shop due to all the shops here in the Phoenix area being booked solid until March of next year (thanks to a whopping hail storm that hit the valley) and these guys were able to get it right in. They did a fantastic job on the paint and it looks like new! Â I am thrilled with this shop and would recommend them to anyone who is looking for a good body shop. Â (And yes I am picky but these guys really did do good work. And got it right the first time.)
0,Good enough and close enough to frequent in an area with a lack of Asian choices. My boyfriend and I have been going more often with craving for milk tea. They probably have the best in the area (if there is better PLEASE tell me!) But my most recent stop the cashier pulled the tea out of the fridge already prepared with the boba in it. I didn't complain - but it resulted in harder less chewy boba. Sad face. But the tea flavor is strong with a good milk balance - so until they severely wrong me- I'd probably go again. My most recent meal here I got the grilled pork chops. The menu warns they take extra time when I ordered them the server warned me that it would take extra time and then in the end- they came out the same time as my boyfriends pho. Hmm I should have known something w
0,San Francisco is where I gain most of my winter weight... er summer weight this time around. And when the hotel gym just won't do there's the Dailey Method. We had a good mile walk over to the SOMA location which is another plus. We arrived already warmed up but Pete was sure to keep our temperature and heart rate going so when our 7am class started the marching began. It was a smaller class which can be a good and bad thing. Good thing that the instructor can pay more attention to your movements; bad thing that well the instructor can keep paying attention to your movements ... and call you out. Okay that's a good thing. Pete worked just about every part of the body but this time my quads were really pushed to the limit incorporating a rubber ball floor mats and the ballet ba
0,"Sid was my server....Yeesh! One of the most rehearsed and practiced hellos"" I have ever had. No eye contact. Slammed my drink down while on her way to another table. Never asked how my meal was and waited for my payment when she brought the bill The food was tasty but I don't think I would return."""
0,Steve and Barry's is an amazing store. It features clothing lines by Sarah Jessica Parker Venus Williams and Amanda Bynes. There are women's men's and children's sections that feature everything from professional career wear to college and casual apparel. Steve and Barry's went bankrupt earlier this year so about 100 of their stores are closing. This is a great excuse to go to any of the stores now because they are having a closing sale and many of the items are under $10. I really like Sarah Jessica Parker's line Bitten. I got a hounds tooth long wool coat there for $30 (!) which would probably be more like $50 or even $80 at higher end department stores. It's really warm and I'm so glad I was able to find a more formal coat for an affordable price. I also get a lot of my work sla
0,Alittle pricey but they are always available for emergencies. Â My dog hurt his paw and I came here on a Saturday night which there was not a long wait. Â Staff was super friendly and attentative. Â  Veterinarian was very friendly and caring.
0,First off - service (since that's very important to me!): Not bad not good. Â Friendly but not too attentive. Condition - The place has a beautiful calm & clean feeling to it. Â Some slight modern touches to it huge bamboo sticks line some of the walls. A waterfall wall faces the entry-way. It's a small restaurant (I'd estimate at about 20 x 50 ft wide) and during the hour I went (lunch) it was SUPER quiet. Â Anyone from across the room could have easily heard my conversation if they tried. Food - This is where I was least satisfied. Â So it's not terrible food at all. I had the Pho - not too bad. Â I also tried the pad thai but wasn't impressed. Â  I would go here again if a friend wanted and asked me to but I would not recommend it to anyone.
0,Oh Buds. Â A number 6 with sauce actually tempts me to eat beef again... Friends were visiting from out of town over the weekend and hitting Buds was a MUST on one of their lists. Â She said it was just as wonderful as she remembered.
0,"Cute little pharmacy but it seems to be well stocked. The two ladies running it don't speak English but hopefully you're just looking for Aspirine or Ibuprofen :) Otherwise bring your how & what in Spanish""."""
1,What can i say that hasnt already been said...probably a lot but ya. Pretty good food decent priced nice decor and the wait staff has always been good. Interior I especially like. Â Its red oak mohaganny color if that makes sense plus its kinda dark. Â It just makes you feel nice and cozy like if you were at a real steak house. Almost to that notch Mr. V's almost. Â Plus just found out today that the same owner who owns the Tam's Burger chains is the owner here. How does this come into play? Yes it doesn't! LOL just throwing out some interesting little tidbits. Today I had the Halibut which came with sauteed spinach with sliced almonds in it and garlic and rice... Â The halibut was dressed with sliced cherry red tomatoes and a olive oil sauce which was actually pretty good an
1,I've been on the tour 3 times now. Â This past weekend my husband & I were being tourists in our own town and decided to go on the tour as he had never been. Â For $15 a person it is not a bad priced tour at all. Â We did find out that there is a later 21+ tour that starts at 8pm. Â This is a little more raunchier and includes a drink. Â They need to advertise this tour on their site. Â We had no idea about it and thought 5pm was the last tour time. Â We will definitely be back for the 8pm tour. They do take credit cards now. Â I recommend getting your tickets at least an hour early to make sure you get on the next tour. Â While you're waiting head into the lounge for a drink. The bloody mary's are awesome!
1,Good food at a great price. Â Went here after a day at Sea World with my husband brother and sister in law. Â I had the taco and tortilla soup from the choose 2 menu. Â The meal came with beans and rice. Â The free chips and salsa when we sat down helped to tide us over until we chose what we wanted for dinner. Â Both my husband & I got the grande margaritas. Â Word of advice...they are definitely big! Â My on the rocks margarita was a little watered down. Â Husband had the swirl with sangria and he said it was very tasty. Â Caught a peek at their happy hour menu and it looked pretty good. Â I would suggest calling ahead to put your name on the list. Â On a Tuesday night about 6:30 we had to wait about 25 minutes for a table.
1,I am on a huge mission to find good and authentic Mexican food here in Miami. Â  We have heard this place is pretty authentic and decided to head out to Calle 8 for good eats! Â  They have parking in the back for patrons which is great since otherwise it is metered out on the street. Â We got there at an odd hour so it was not busy at all and that was a huge plus because we were famished. Immediately chips and a salsa were brought out. Â The salsa was really sauce.. hot sauce not what us gringos think of as salsa (chopped Tomatoes Onion Cilantro & Jalapeno) - Gringo salsa came on the dishes.. very nice. Â  There were three of us mulling over the menu and had such a hard time trying to decide. Â A good sign is that they had Tortas Milanesas Chilaquiles Sopes and Gorditas. Â Only truly authent
0,I needed a shirt for sports today and picked one up for $10 on clearance. Â Not bad at all for a sports shirt! The store itself is very limited in the range of things it carries. Â I know that sounds really funny about a Winners but if you're ever in Toronto check out the Winners on Bloor St or the one on Yonge and College and you'll know what I mean. Â The one in Montreal is also a lot better than the Winners that Ottawa has to offer. They do carry the usual mens young mens kids womens shoes jewelery but you will find really high end merchandise at the other 3 locations in MTL and TO.
0,Congratulations Richard. I don't give many 5 *s out. Krista A has narrowed it down perfectly. Went here today after calling ahead to make appointment. Met with Richard and he made the process painless and easy. Had a 1 PM appointment and Richard was ready and waiting for me. A quick review of last year's 1040 since I was a new client and we were on our way. About a half hour and the taxes were filed electronically. Charged me $77 which was a great deal - doing them online myself was $87 with a discount using TurboTax. Pros: Personable electronic filing takes cash check or credit card for fees. Honest and upfront. Treats you with respect and is willing to both shoot the breeze and make sure the necessary paperwork is completed. Final work is presented in a nice green binder which makes f
0,Kind of the old fashioned cramped hardware store that has everything including staff that are very helpful and know what they are talking about. Please note that this is not a home improvement store and I do not think that they carry lumber and drywall.
1,I'm only here because this is where my office booked me. I would rather stay at the Courtyard by Marriott across the street. FREE BREAKFAST FREE INTERNET LARGER ROOMS. Here it's 13.00 a day for Internet and breafast is $20.00
0,A friend told me that the chef who set this up came from the infamous Tayyabs around the corner. I was a little late so didn't have a chance to try much but the currys were reasonably tasty. Cost is reasonable at about 11 per person and everyone satisfied. Definitely a popular place!
1,I went for brunch right when this place opened and was disappointed in the service and the food but i sat upstairs and loved the decoration. Â Under pressure from others who wanted to go i went back for dinner sat at a super uncomfortable table at the bar and loved the service and my food. Â I had the amazing burger that time. Â So I'm not sure where I stand on this place now but I'd probably go back.
0,Stayed here overnight before heading to Napa and it met our needs at a decent price. Comfy beds decent size bathroom but a small room overall. We didn't have a view but didn't really need one given the short amount of time we were there. Location is good with a handful of restaurants within walking distance as well as a post office and Walgreens which is always helpful! The lobby is lovely with a fireplace flat screen TV and wine tastings. We missed the tasting so upon check-in the receptionist sent up some glasses to make up for it which was a nice gesture. Even nicer they brought up two full bottles by mistake which we made sure to enjoy by the fire. All in all Harbor Court is a nice hotel for a quick stay while in San Fran.
0,Oh I know Big Brother is watching me I know they are frothing at the mouth to make sure that I am attracted to the sales bins the food aisles to the numerous other places that contain all of the shit that one would need only to amuse themselves and not live. But unfortunately for Target I go in to get what I need at that moment in time and that's pretty much it. I am not bothered by the behemoth Target I'm not bothered by the corporate employees I'm not bothered by the creepy people. What gets me about this store is the fact that it's uber convenient for me since I am definitely not driving down to the Lake Street target and to be honest the Target in St. Louis Park is full of snobby people that stare at me anyways. It's within walking distance of home for me carries everything (
0,Wow this one really caught me off guard. Usually all the great restaurants are in Chicago but Ashling On the Lough made an exception. The food was simply done right. Aside from the half-hour wait the rest of the experience was phenomenal. The waiter was candid which is great at breaking up the monotony of your typical mundane server. We started with the steak fries and Â Irish curry sauce which was exceptional considering I'm not much of a fan of either. The fries were fresh and the Irish curry sauce embodied everything you love about curry but with a little hint of sweetness to it. I had the fish and chips for my main course. Growing up in Wisconsin you eat a lot of fish fries in your day but this one stands out because the fish is ridiculously fresh and moist. The Smithwick's bat
1,Before they sold out and started franchising the brand I would have rated them 5 stars. However since then they have diluted the brand cheapened the experience and skimped on service so I docked them a star for that. I've always enjoyed going to Fishbone's however bring your Diamond card because they are expensive. Â Granted they are not as expensive as they used to be ($100/plate not even ten years ago) but they are still in the neighborhood of $30+/person). They usually have a live band of a decent caliber performing most evenings. The food is generally acceptable and the service is mediocre now. They do not take reservations though and if you step out of line to go to the bathroom or to get a drink from the bar you lose your place. Overall Â 4 stars.
0,Not only do they perform in DC bet they have a few troupes touring the country seemingly all year long. Â This review is specifically for the group that did the Portsmouth NH shows yesterday but I've seen them enough times that this applies to all Capitol Steps performance. They are brilliant and they make fun of everyone left or right blue or red etc. Â No politician is safe. Â There are endless video clips on YouTube and they are the best commercial that this group could ever wish for. And when you see them sit as close to the stage as you can. Â The facial expressions and the goofy costumes make the show even better.
0,I have been converted. Before last night when I attended the International Supper Club I would have told you I do not like Indian food. I quickly learned Â that it wasn't that I didn't like Indian cuisine I was just eating at the wrong places. I will admit the service started out slow the waiter would take half of our drink order and disappear. Then reappear with the first round and finish taking the rest of the orders. Â Perhaps a dozen Yelpers could be intimidating. Once he started to take the food orders a spark appeared in his personality. He truly seemed to enjoy talking about the entrees and the spice levels of each dish. He issued warnings to some diners and those who did not listen to his wisdom had beads of sweat building up on their upper lip and forehead. My entree was Chicke
0,I did a review for the Silver Spur so I guess I should do one for it's reincarnation. Â For me it's kind of like Voldemort (oh I'm geeking it up alright) in that I try not to say it's name. Â In my mind it is and always will be The Spur. Â If I confuse you by using it's old name well quite frankly that's your problem. I have a deep and everlasting love of the Spur so when it closed I was upset. Â I was happy to hear though that it would be re-opening with different owners. Â Until I heard the name. Â I'm sorry but who names a bar Chainsaw?? Â I digress. Apparently there were some improvements made the country music posters that covered the walls were removed and it was no longer 7-nights-a-week-karaoke. Â Some nights they had live bands. Â I'm honestly not sure if that's still the case a
